Observation,Energy
50143,89.70443143
50144,88.44417124
50145,98.35772405
50146,94.7448251
50147,94.27976402
50148,96.22860689
50149,94.99393351
50150,99.45803889
50151,93.93541735
50152,97.30339249
50153,97.45462457
50154,95.32764534
50155,99.43068484
50156,97.67907022
50157,101.7884066
50158,94.58864758
50159,94.20976616
50160,95.98163439
50161,98.28391072
50162,87.39351854
50163,95.46059816
50164,104.3816149
50165,97.21590002
50166,100.2088445
50167,99.56949218
50168,95.2455689
50169,92.34102542
50170,104.9325373
50171,98.52726807
50172,95.03142706
50173,96.83410677
50174,98.66024755
50175,90.59380883
50176,90.38958665
50177,97.03718729
50178,87.59563677
50179,86.46653607
50180,94.74005297
50181,88.55806089
50182,94.69080801
50183,92.74678553
50184,95.94831847
50185,92.04554911
50186,105.570008
50187,106.3919416
50188,90.41988068
50189,90.67887959
50190,94.84277642
50191,97.45012599
50192,89.19241387
50193,96.17328726
50194,100.4654371
50195,97.75483199
50196,91.6577132
50197,94.8551995
50198,106.4097392
50199,89.35835134
50200,91.00227809
50201,98.6393897
50202,97.07214491
50203,97.089658
50204,86.40635803
50205,99.75383192
50206,103.9209326
50207,92.70473725
50208,95.81413797
50209,100.3258844
50210,103.87704
50211,93.79526163
50212,89.07320873
50213,95.565544
50214,93.50220496
50215,101.0662104
50216,94.68180648
50217,96.28043028
50218,93.34962041
50219,105.7271538
50220,95.93367123
50221,94.52235743
50222,95.34196544
50223,89.33132382
50224,109.9736561
50225,95.69302724
50226,96.62910945
50227,96.94847344
50228,101.4147566
50229,96.57438561
50230,100.277376
50231,93.01557951
50232,91.03102038
50233,88.55473587
50234,95.01053278
50235,87.00864515
50236,94.57828425
50237,88.21206482
50238,90.51904511
50239,87.92756517
50240,95.72158946
50241,93.6286148
50242,90.97942805
50243,93.9850709
50244,102.4051581
50245,92.8145737
50246,90.86780382
50247,92.68283942
50248,88.16847813
50249,102.5825208
50250,94.9791425
50251,102.1151805
50252,88.91057494
50253,97.49172303
50254,96.19807185
50255,101.0497699
50256,99.25910701
50257,92.75429685
50258,105.5599742
50259,100.5437276
50260,96.7519635
50261,98.14633418
50262,103.5422205
50263,86.69254195
50264,87.04160595
50265,90.36054164
50266,92.76003405
50267,93.98513769
50268,97.89355745
50269,93.20661813
50270,96.44233449
50271,109.9476454
50272,86.99630914
50273,97.48037664
50274,96.03150636
50275,85.80517552
50276,103.2520706
50277,99.94340728
50278,89.93094824
50279,87.60178786
50280,97.38854967
50281,93.22198216
50282,88.69247555
50283,104.705898
50284,98.33071848
50285,93.46141781
50286,93.62566354
50287,87.97752323
50288,97.64044598
50289,90.1377741
50290,86.89909369
50291,96.1711761
50292,94.29184653
50293,100.3078989
50294,88.99125029
50295,93.44937301
50296,97.79842269
50297,99.31405267
50298,93.27812578
50299,106.0236732
50300,98.63331642
50301,95.54433007
50302,97.19650658
50303,97.45042221
50304,95.11693341
50305,93.02935869
50306,94.78842938
50307,88.00001517
50308,88.07430806
50309,93.33333336
50310,96.71692075
50311,95.71028232
50312,97.56617253
50313,90.38013275
50314,102.9827233
50315,90.8879815
50316,106.4751007
50317,97.10020842
50318,97.02310765
50319,97.2223683
50320,96.18050199
50321,90.85162772
50322,101.3409741
50323,88.35774078
50324,93.34709638
50325,98.50545797
50326,98.20406057
50327,93.85764792
50328,92.41850338
50329,103.4436526
50330,96.4682493
50331,93.26329161
50332,99.54510634
50333,97.61948234
50334,95.68207317
50335,101.8042183
50336,101.9427895
50337,94.85396957
50338,96.33545077
50339,88.35772135
50340,94.19906395
50341,88.52474795
50342,90.93467634
50343,95.70165031
50344,97.23773734
50345,95.72189113
50346,96.75507037
50347,91.10303829
50348,91.47669898
50349,93.20521847
50350,93.19027693
50351,98.04198882
50352,98.08141823
50353,103.0186012
50354,86.05338703
50355,91.38538354
50356,98.49154708
50357,99.38823072
50358,99.75341936
50359,96.81453883
50360,88.88954626
50361,101.8440425
50362,92.93358881
50363,92.94701606
50364,110.3327397
50365,100.3233321
50366,96.21053705
50367,95.06863622
50368,110.0546266
50369,97.85992245
50370,109.1254703
50371,95.68488142
50372,93.92009422
50373,97.02569877
50374,97.27512855
50375,93.21607694
50376,90.61919518
50377,105.9703976
50378,92.36058477
50379,94.45689723
50380,91.94446697
50381,102.1642706
50382,98.07136046
50383,89.35487768
50384,100.6380262
50385,88.80285733
50386,97.29416994
50387,90.95603743
50388,93.00113029
50389,87.68383171
50390,96.91899555
50391,104.2582184
50392,94.15619588
50393,97.21148714
50394,88.33311596
50395,107.2106206
50396,95.32165607
50397,96.36929214
50398,90.38348487
50399,90.27050793
50400,90.00622387
50401,91.61960408
50402,93.89616651
50403,97.96565913
50404,105.3401662
50405,97.19783452
50406,101.0134896
50407,102.8755594
50408,97.27205139
50409,96.30871193
50410,100.7506015
50411,99.53133698
50412,101.1638016
50413,92.32927636
50414,104.1952456
50415,103.9447515
50416,95.83173148
50417,94.00164775
50418,110.3487715
50419,88.21340684
50420,106.3497893
50421,109.9120443
50422,95.91312852
50423,96.15454787
50424,95.17118109
50425,95.26563632
50426,94.53589407
50427,95.68259272
50428,107.4428965
50429,98.65251667
50430,108.6980355
50431,93.41065205
50432,93.32652598
50433,100.8251991
50434,101.0436267
50435,95.04488461
50436,97.72241537
50437,96.11734408
50438,96.06473638
50439,99.88250132
50440,104.5758101
50441,93.57690015
50442,99.52027046
50443,90.0066499
50444,102.5818461
50445,103.1415045
50446,95.92383997
50447,89.63201905
50448,88.47054894
50449,97.76286114
50450,93.8116346
50451,92.91244984
50452,94.60548147
50453,94.82939473
50454,88.08922269
50455,95.74874866
50456,93.70313505
50457,94.01299772
50458,88.77809012
50459,101.4479819
50460,89.66070889
50461,94.45608415
50462,100.23796
50463,95.76428864
50464,93.41431311
50465,89.28055052
50466,98.77217394
50467,93.67218047
50468,88.60410078
50469,100.4790803
50470,95.628545
50471,100.7601407
50472,95.37696996
50473,99.98107209
50474,96.75124021
50475,99.86700899
50476,103.1717744
50477,97.22441691
50478,99.51721161
50479,94.70539152
50480,99.80987412
50481,95.76291168
50482,102.121152
50483,88.57585256
50484,94.72264453
50485,91.71065692
50486,91.82803384
50487,89.74346991
50488,103.6230727
50489,90.85853371
50490,96.36979288
50491,98.00183194
50492,98.45872985
50493,87.30435954
50494,96.07607782
50495,95.00025321
50496,99.65716481
50497,88.69228203
50498,97.83490508
50499,96.22966703
50500,88.4388022
50501,93.63480852
50502,95.12540758
50503,88.85809172
50504,94.43814899
50505,91.47257266
50506,88.01731608
50507,101.2365955
50508,99.74102668
50509,96.93227282
50510,106.8077336
50511,97.90663397
50512,96.00067145
50513,93.72235248
50514,94.59523378
50515,110.0867199
50516,101.2433656
50517,109.2791607
50518,106.1996865
50519,103.7958271
50520,93.98560593
50521,90.29528714
50522,101.7599419
50523,101.3389571
50524,86.42520051
50525,95.92751205
50526,97.39766657
50527,89.09487277
50528,101.6905409
50529,109.6231411
50530,91.43312737
50531,99.58903545
50532,96.32703623
50533,95.48860382
50534,99.40632486
50535,95.53120424
50536,91.26986377
50537,89.23625335
50538,100.1788639
50539,102.8843731
50540,88.36381461
50541,96.92974595
50542,91.47066117
50543,91.09450239
50544,89.53033475
50545,94.92252621
50546,95.14702165
50547,96.4572047
50548,96.01437278
50549,106.4700607
50550,94.71864619
50551,87.7236183
50552,104.4700193
50553,93.78667502
50554,93.14463257
50555,86.27342104
50556,103.1442281
50557,96.98969162
50558,95.08353325
50559,103.3685638
50560,107.5038379
50561,99.93108622
50562,98.55834038
50563,96.76413377
50564,95.27104223
50565,96.44490445
50566,85.15786959
50567,108.5309303
50568,95.72601381
50569,89.82602439
50570,94.34581488
50571,101.2489921
50572,98.73556868
50573,92.56680373
50574,95.37533647
50575,91.85154702
50576,95.68927102
50577,93.10340712
50578,102.8559198
50579,104.4479541
50580,97.83454461
50581,93.24821313
50582,91.75263914
50583,104.7465822
50584,97.38154654
50585,100.4989835
50586,96.87554924
50587,100.1404491
50588,94.80788369
50589,99.04156658
50590,90.78324632
50591,93.5825728
50592,105.0363705
50593,92.16460911
50594,102.6595241
50595,87.82193714
50596,97.71818421
50597,91.19867005
50598,98.35482122
50599,100.3502968
50600,92.98325306
50601,97.11501642
50602,92.82086282
50603,90.50579952
50604,98.61262547
50605,100.9976858
50606,90.60898355
50607,97.59104762
50608,93.10253406
50609,92.80397944
50610,97.03931358
50611,95.84374674
50612,92.25620047
50613,98.62336358
50614,92.940634
50615,88.202315
50616,106.4753507
50617,92.10628851
50618,95.31542695
50619,99.8727964
50620,93.12176603
50621,105.0703852
50622,89.46354634
50623,84.8835081
50624,96.12028573
50625,94.02478718
50626,99.95683394
50627,97.64479976
50628,98.98386904
50629,90.64420563
50630,98.36402586
50631,84.61914297
50632,88.50983273
50633,90.20192196
50634,94.28378288
50635,96.46447341
50636,98.72328702
50637,101.6615795
50638,102.6558471
50639,97.55388692
50640,96.39957244
50641,97.6637478
50642,89.35490949
50643,92.70069201
50644,98.92307681
50645,96.49593359
50646,103.322792
50647,104.3514584
50648,99.41448571
50649,92.11609449
50650,97.57632647
50651,96.74438861
50652,92.83343402
50653,97.10616891
50654,94.69717318
50655,97.66338991
50656,99.94354111
50657,105.9026095
50658,102.4914914
50659,104.9120432
50660,108.5180737
50661,90.50723387
50662,87.01744042
50663,86.63698816
50664,96.25268794
50665,96.03619485
50666,95.01353157
50667,90.20057243
50668,88.30856899
50669,93.91586355
50670,110.6159511
50671,92.02714431
50672,94.96204439
50673,94.21911463
50674,91.97345251
50675,94.58383377
50676,113.4076725
50677,90.26987065
50678,104.9324616
50679,93.63964401
50680,93.71186828
50681,96.90614457
50682,89.52691106
50683,99.1015872
50684,102.4494255
50685,101.3053084
50686,94.78390227
50687,93.78121865
50688,89.2618138
50689,92.48042015
50690,94.22214487
50691,96.26829695
50692,101.8971765
50693,99.83023082
50694,95.42005294
50695,101.2034583
50696,90.03371564
50697,98.00074029
50698,98.92666735
50699,97.51488433
50700,97.40064203
50701,92.83493922
50702,94.38061629
50703,97.87295862
50704,89.31891061
50705,87.6934618
50706,96.06461974
50707,95.52349222
50708,102.6394492
50709,92.17417405
50710,99.90370904
50711,104.2810907
50712,97.77032375
50713,88.61401744
50714,88.91201323
50715,96.25085919
50716,92.18834229
50717,89.4101236
50718,93.16955593
50719,97.96700217
50720,103.9965773
50721,98.23164641
50722,98.27642868
50723,96.69426514
50724,90.20392858
50725,108.5708921
50726,87.93866092
50727,85.39573562
50728,96.33610142
50729,88.53584964
50730,108.7579715
50731,89.59512726
50732,96.53845037
50733,93.58478418
50734,98.78201211
50735,97.68946724
50736,103.5975354
50737,99.16905691
50738,109.0243619
50739,91.14759565
50740,88.28926713
50741,95.47277412
50742,104.0675736
50743,101.2582406
50744,94.38379955
50745,88.78992076
50746,99.88511106
50747,95.14467649
50748,89.52205456
50749,93.75729035
50750,97.65820498
50751,92.68116766
50752,93.54085191
50753,102.0964508
50754,94.9563769
50755,92.65562758
50756,89.54747239
50757,93.34918906
50758,86.50765209
50759,110.0573226
50760,94.32772364
50761,96.31373213
50762,95.7774689
50763,93.93861533
50764,99.30533065
50765,100.9086412
50766,92.62749327
50767,92.00376579
50768,99.70898019
50769,90.2674605
50770,98.32421575
50771,89.6776516
50772,95.27113694
50773,91.0989793
50774,92.14384668
50775,92.96033882
50776,99.99000305
50777,99.94241102
50778,90.33597796
50779,97.87294046
50780,100.2454593
50781,89.48570168
50782,98.2997919
50783,86.94970387
50784,107.9783288
50785,94.84394118
50786,95.6576924
50787,95.1214675
50788,98.59438329
50789,90.65077694
50790,93.37909127
50791,88.60313655
50792,92.9110897
50793,97.38217212
50794,88.31338997
50795,92.86835119
50796,100.8959613
50797,99.2726981
50798,103.5302429
50799,102.5851776
50800,107.5564881
50801,98.69897162
50802,96.46631719
50803,96.03262825
50804,104.2057086
50805,102.9346176
50806,94.68414601
50807,98.27664628
50808,100.6727081
50809,93.45872954
50810,97.33724477
50811,90.64146875
50812,98.26459058
50813,100.6700808
50814,87.73709489
50815,101.9166189
50816,98.56135977
50817,98.63492706
50818,96.90058383
50819,105.9578986
50820,93.39644171
50821,92.07031881
50822,92.63708935
50823,94.39789033
50824,103.1610137
50825,88.06226314
50826,89.51166656
50827,107.5422804
50828,89.5773648
50829,88.77814193
50830,95.00447101
50831,102.9468076
50832,96.59911537
50833,99.97278632
50834,95.67832084
50835,96.71527701
50836,98.80271764
50837,99.23390528
50838,88.69797895
50839,91.59535911
50840,102.1679933
50841,101.1805193
50842,93.78435134
50843,90.21228062
50844,93.62725824
50845,97.09196306
50846,94.39035385
50847,94.10206025
50848,95.0159351
50849,96.32935867
50850,96.09231972
50851,88.05940091
50852,104.00876
50853,100.2589813
50854,92.83603413
50855,100.4832206
50856,100.6207397
50857,89.78301642
50858,104.4869266
50859,95.71482069
50860,93.94665327
50861,97.98999249
50862,87.30819843
50863,95.43234455
50864,96.84624049
50865,100.5076946
50866,96.39534894
50867,97.7422906
50868,92.79935914
50869,100.1351372
50870,86.58239512
50871,98.60000202
50872,99.55410195
50873,93.9396961
50874,95.81621542
50875,95.16999057
50876,110.3904301
50877,102.3325039
50878,96.94812661
50879,98.62786887
50880,93.08174397
50881,95.77879025
50882,93.1124935
50883,103.8558682
50884,91.09598835
50885,96.46526712
50886,102.8239317
50887,89.96702962
50888,89.7509916
50889,102.764145
50890,96.75717566
50891,96.71430709
50892,93.17347796
50893,96.4466514
50894,89.78712205
50895,101.1172096
50896,87.36832406
50897,97.65337786
50898,104.3008532
50899,101.2615191
50900,103.2951297
50901,91.92628872
50902,99.8124044
50903,103.720724
50904,92.9049172
50905,90.89149966
50906,89.5480855
50907,94.73426402
50908,90.33057612
50909,89.84461073
50910,92.81114086
50911,88.29902578
50912,86.56932926
50913,92.32200356
50914,85.76588858
50915,97.74787304
50916,87.77978812
50917,89.66098661
50918,91.45718813
50919,94.88766207
50920,97.01675843
50921,101.8512809
50922,98.22059605
50923,101.3113077
50924,103.9508718
50925,94.11470566
50926,100.311942
50927,95.54810643
50928,94.44091098
50929,89.70238506
50930,97.95407138
50931,92.41528921
50932,100.4520714
50933,94.64065334
50934,100.857756
50935,97.9507645
50936,90.60811817
50937,94.62916028
50938,88.48874536
50939,89.44744057
50940,100.7435354
50941,96.66316173
50942,109.5760965
50943,88.90061142
50944,103.9919245
50945,99.65458878
50946,92.17302835
50947,91.09540887
50948,91.44223305
50949,93.93165907
50950,102.5012796
50951,100.3060429
50952,96.4277278
50953,96.52690945
50954,90.06901795
50955,92.31347566
50956,91.13415476
50957,90.67218578
50958,104.9354997
50959,102.3012875
50960,100.7399631
50961,91.94687245
50962,90.09031791
50963,88.22121076
50964,102.2101025
50965,91.93749431
50966,97.87648044
50967,93.41251903
50968,94.109985
50969,102.7862869
50970,90.82346759
50971,98.35125378
50972,98.41137902
50973,86.82108178
50974,104.6009228
50975,98.27431667
50976,92.44630581
50977,100.1157798
50978,99.75030377
50979,96.56183021
50980,90.15766647
50981,95.07740073
50982,98.77773321
50983,93.53952018
50984,100.5265347
50985,93.15460381
50986,99.77330678
50987,107.9695335
50988,97.95355935
50989,97.38509559
50990,87.95402927
50991,89.40868329
50992,102.9820858
50993,92.6900826
50994,89.23058944
50995,90.98336505
50996,92.97252642
50997,103.8874451
50998,90.82074122
50999,92.91654753
51000,87.22883259
51001,99.42952454
51002,96.39873006
51003,97.60292632
51004,94.81932207
51005,110.2131518
51006,96.03888983
51007,114.8462193
51008,102.8961292
51009,91.4925673
51010,94.00585951
51011,94.31086426
51012,100.2536817
51013,86.50524778
51014,109.4225368
51015,93.03088587
51016,92.59437711
51017,90.96210992
51018,105.9534569
51019,91.11360327
51020,89.88187646
51021,94.46221784
51022,96.99582189
51023,89.84128052
51024,86.95136858
51025,92.31175496
51026,103.8338554
51027,94.98907199
51028,101.530249
51029,91.10234837
51030,96.69371856
51031,96.24438543
51032,94.54192695
51033,94.45655702
51034,111.2123845
51035,102.2558285
51036,89.53695974
51037,106.5050327
51038,91.91988312
51039,100.6161468
51040,93.89898484
51041,89.73636268
51042,98.32259494
51043,93.88058602
51044,90.45511502
51045,92.33181623
51046,96.84157379
51047,97.81588226
51048,95.17163444
51049,98.6892326
51050,98.77173349
51051,95.00241863
51052,94.76782295
51053,88.15360379
51054,102.8251015
51055,87.88105057
51056,94.21950942
51057,91.80408854
51058,90.80142602
51059,98.13238589
51060,101.3798626
51061,87.4390553
51062,97.17562633
51063,98.8506506
51064,95.93291953
51065,96.74911449
51066,96.16947982
51067,98.51610626
51068,93.16027087
51069,110.109066
51070,102.3976971
51071,93.1372248
51072,104.0034217
51073,95.05845518
51074,93.31733967
51075,88.24883202
51076,97.85856097
51077,101.3787818
51078,96.78665927
51079,93.84321062
51080,91.39878088
51081,98.27787194
51082,102.8991907
51083,89.12523378
51084,94.99063768
51085,102.6525461
51086,95.45194592
51087,95.05712045
51088,100.4311135
51089,102.8208395
51090,96.02645909
51091,93.92499632
51092,95.99402063
51093,94.01738997
51094,92.08331988
51095,97.95468782
51096,102.3369469
51097,99.09670712
51098,94.80507041
51099,89.4443053
51100,90.8860204
51101,93.51265748
51102,93.33869482
51103,95.31841048
51104,94.91590985
51105,103.9519354
51106,95.36012397
51107,104.5732724
51108,93.8586576
51109,97.05924863
51110,89.99347355
51111,94.64313723
51112,93.96566716
51113,90.50439192
51114,96.10316631
51115,96.95875622
51116,94.39544755
51117,91.70843527
51118,94.25905985
51119,95.47942687
51120,98.03894093
51121,87.89163237
51122,94.80438893
51123,97.10993179
51124,90.60230868
51125,101.2624054
51126,100.2050962
51127,95.77492515
51128,92.47857243
51129,108.4867013
51130,94.36544512
51131,92.86036844
51132,97.05984584
51133,96.86187438
51134,101.9744452
51135,97.42207735
51136,101.4538349
51137,97.96809453
51138,98.11342871
51139,99.45362304
51140,96.19706778
51141,95.77316874
51142,93.43551537
51143,108.5513534
51144,99.11465372
51145,93.19197604
51146,90.44649541
51147,105.7334045
51148,91.02977349
51149,95.58449153
51150,90.33751267
51151,96.38650465
51152,94.30226693
51153,95.36393839
51154,97.48361131
51155,93.54605295
51156,93.28014999
51157,96.48033594
51158,109.7549296
51159,94.09948555
51160,87.5223666
51161,99.04905448
51162,110.1506326
51163,93.85053588
51164,95.08421395
51165,97.52047101
51166,92.11611988
51167,94.55228837
51168,89.45853569
51169,94.87554303
51170,101.7965183
51171,90.83604859
51172,95.97744203
51173,96.18445891
51174,99.69270587
51175,101.101471
51176,88.50991397
51177,101.6943621
51178,105.0034523
51179,91.96629106
51180,97.91273862
51181,92.33033225
51182,92.22033845
51183,98.30989776
51184,89.61116159
51185,103.1435866
51186,87.7559694
51187,88.89193745
51188,93.97871683
51189,86.649578
51190,92.85818136
51191,93.79493286
51192,98.61610201
51193,98.62368059
51194,87.16939399
51195,90.60965113
51196,97.93646532
51197,94.41367883
51198,93.46796484
51199,100.3231259
51200,102.2845376
51201,103.2511381
51202,114.4280284
51203,86.93723304
51204,95.26645586
51205,100.8824821
51206,98.56334508
51207,96.40924023
51208,99.49946213
51209,93.10138768
51210,94.7118232
51211,97.93118331
51212,92.62552703
51213,105.6422918
51214,97.94005677
51215,98.04190335
51216,85.93417726
51217,85.23090718
51218,101.2268961
51219,91.96623726
51220,100.1238543
51221,103.8201752
51222,97.2666944
51223,93.89262328
51224,98.83867247
51225,97.48468172
51226,94.35536723
51227,87.9749029
51228,91.97838592
51229,99.45677203
51230,96.72724879
51231,101.7342634
51232,93.92301434
51233,95.81864647
51234,86.90463811
51235,89.20983959
51236,102.8490349
51237,100.8124853
51238,106.1428436
51239,97.32217871
51240,96.48534547
51241,93.03698879
51242,89.94353836
51243,95.65707016
51244,98.71139701
51245,95.37873732
51246,88.86075087
51247,92.01829444
51248,101.1996799
51249,98.26467584
51250,87.32868999
51251,94.77311401
51252,88.18340485
51253,113.2497461
51254,110.1180913
51255,103.0794622
51256,96.75642035
51257,96.03669671
51258,89.06661974
51259,91.16086451
51260,90.94203779
51261,101.7733954
51262,107.7177933
51263,93.15523625
51264,92.16638655
51265,93.19178744
51266,102.9271839
51267,96.1543888
51268,97.60942194
51269,104.9273402
51270,97.77601551
51271,96.85429062
51272,91.77819978
51273,91.44853501
51274,97.86930643
51275,103.480211
51276,102.9558192
51277,103.6250302
51278,94.4044555
51279,87.80273424
51280,96.88737188
51281,93.44364862
51282,111.6561148
51283,95.75978963
51284,93.02906245
51285,89.77528342
51286,88.76664825
51287,93.38686457
51288,91.25249202
51289,97.01314427
51290,104.7205208
51291,103.9349706
51292,89.23830896
51293,100.9517441
51294,93.86325328
51295,96.29240762
51296,92.11904165
51297,95.08980059
51298,93.02105668
51299,99.92035553
51300,96.16793384
51301,92.19921484
51302,113.9057879
51303,96.94879886
51304,97.36461116
51305,92.18552996
51306,94.35359187
51307,95.02924846
51308,102.6105778
51309,89.98860986
51310,98.50584718
51311,98.40956426
51312,93.24202278
51313,94.73597864
51314,99.247187
51315,93.31150189
51316,95.32387045
51317,98.24293555
51318,96.31880487
51319,99.88769975
51320,97.42479259
51321,100.3809358
51322,102.1919189
51323,95.95354871
51324,100.3153668
51325,94.63416989
51326,93.59140431
51327,95.35994595
51328,104.0022689
51329,91.60252297
51330,101.0740754
51331,97.30673448
51332,98.96058932
51333,101.826976
51334,92.74980656
51335,93.48765782
51336,93.95236889
51337,98.81460574
51338,89.60011925
51339,88.66382134
51340,99.52459436
51341,103.7420094
51342,104.3393348
51343,96.84920023
51344,88.53406336
51345,99.63423353
51346,91.80463738
51347,95.95144235
51348,97.51477788
51349,102.0172734
51350,100.5410399
51351,98.44949015
51352,99.95786273
51353,96.05564123
51354,86.41609595
51355,97.53824616
51356,89.25549578
51357,111.6484669
51358,103.9600766
51359,96.00972655
51360,91.3803507
51361,97.59665464
51362,96.27864439
51363,94.40319224
51364,91.59929555
51365,93.49967033
51366,103.8077933
51367,108.9349504
51368,104.2705641
51369,105.4543682
51370,91.41295776
51371,95.04771077
51372,85.41297522
51373,88.44259186
51374,96.04583693
51375,93.87836444
51376,104.250397
51377,93.23714876
51378,97.37409885
51379,95.18025019
51380,101.9655214
51381,98.56252757
51382,87.6220952
51383,94.46273414
51384,99.96601446
51385,102.2734665
51386,98.12710895
51387,96.48169602
51388,104.3172012
51389,94.27818467
51390,104.0396274
51391,90.38160973
51392,93.63408393
51393,101.3948449
51394,90.14542377
51395,90.69380413
51396,89.06789157
51397,97.1821314
51398,115.8766115
51399,95.50691019
51400,104.1476897
51401,93.70269752
51402,90.94949449
51403,88.68887934
51404,92.66501758
51405,90.85562492
51406,102.9556876
51407,98.86289499
51408,98.99254324
51409,102.9526816
51410,101.122927
51411,101.406931
51412,87.64424173
51413,93.36310615
51414,93.30084358
51415,99.65256384
51416,96.44855221
51417,99.08299615
51418,94.12045993
51419,94.25467436
51420,87.22513715
51421,108.6065201
51422,95.41030114
51423,91.27984764
51424,91.77123435
51425,91.43066789
51426,92.58101767
51427,95.13422133
51428,88.92371245
51429,101.7647099
51430,93.2055781
51431,101.1233934
51432,96.71663998
51433,98.19324556
51434,101.5358535
51435,92.55379592
51436,95.1358181
51437,96.45772339
51438,88.85026393
51439,100.1591218
51440,97.73168244
51441,101.8563823
51442,96.66071932
51443,90.45645735
51444,95.87361662
51445,101.9260834
51446,97.10117095
51447,97.88945303
51448,103.9051993
51449,105.1409523
51450,104.4542101
51451,85.33836273
51452,94.45093083
51453,90.29489019
51454,101.1348057
51455,101.0919684
51456,96.15133391
51457,101.0051872
51458,100.3137145
51459,88.24225947
51460,94.23449349
51461,97.05128557
51462,88.65523993
51463,96.63328784
51464,95.29538874
51465,95.49192518
51466,93.3045845
51467,95.81535426
51468,94.59746722
51469,88.60635937
51470,94.2765142
51471,90.68462227
51472,89.82296041
51473,89.04966821
51474,101.2698345
51475,100.8073857
51476,109.1395776
51477,104.5389489
51478,92.0097261
51479,96.35116743
51480,93.89785082
51481,98.49622727
51482,95.60347049
51483,100.6797166
51484,93.35182005
51485,98.84469721
51486,90.66802256
51487,89.7511206
51488,97.87044237
51489,98.82751495
51490,97.92668376
51491,92.6437697
51492,96.91111766
51493,95.58869431
51494,101.772199
51495,91.74263142
51496,90.9820458
51497,90.1594717
51498,100.7329555
51499,94.22755347
51500,93.15529898
51501,91.64075784
51502,100.8962
51503,100.1371366
51504,89.6144792
51505,98.17552471
51506,93.02808961
51507,101.1264275
51508,99.29955732
51509,109.6883204
51510,99.38476962
51511,95.08049575
51512,99.5516806
51513,96.99770584
51514,92.98258024
51515,99.80654084
51516,97.43123311
51517,96.21227291
51518,88.22813323
51519,94.81259965
51520,89.65846378
51521,97.50001216
51522,103.3421642
51523,90.3241085
51524,89.39594884
51525,94.12443295
51526,95.65584342
51527,103.332453
51528,90.64058343
51529,96.26983755
51530,96.8271207
51531,106.5760949
51532,96.19089607
51533,100.5262453
51534,97.68536706
51535,102.8948751
51536,92.63267386
51537,93.45736327
51538,93.86480371
51539,95.63796097
51540,97.29600559
51541,95.85743085
51542,101.5335097
51543,96.71266369
51544,98.59601458
51545,90.29551333
51546,99.3936404
51547,98.32705867
51548,95.07487115
51549,94.07679401
51550,96.75819222
51551,99.99438184
51552,103.2435384
51553,93.87790436
51554,100.5941283
51555,87.96630848
51556,97.82664053
51557,105.280252
