,0
423,50
424,60
425,90
426,60
427,120
428,90
429,70
430,50
431,60
432,50
433,50
434,50
435,50
436,70
437,50
438,80
439,50
440,50
441,50
442,40
443,100
444,80
445,90
446,40
447,40
448,60
449,50
450,50
451,40
452,50
453,50
454,50
455,60
456,50
457,50
458,70
459,40
460,50
461,320
462,50
463,120
464,40
465,100
466,60
467,140
468,70
469,60
470,60
471,50
472,50
473,50
474,50
475,50
476,50
477,70
478,50
479,50
480,50
481,140
482,50
483,50
484,50
485,50
486,50
487,90
488,50
489,60
490,70
491,50
492,40
493,60
494,60
495,60
496,50
497,60
498,70
499,40
500,50
501,50
502,50
503,60
504,40
505,50
506,60
507,60
508,50
509,60
510,70
511,60
512,50
513,110
514,100
515,110
516,80
517,50
518,70
519,70
520,40
521,70
522,90
523,40
524,60
525,60
526,50
527,60
528,130
529,60
530,70
531,50
532,50
533,60
534,50
535,60
536,40
537,60
538,90
539,40
540,70
541,60
542,50
543,60
544,60
545,50
546,60
547,50
548,50
549,50
550,50
551,60
552,50
553,50
554,40
555,80
556,50
557,50
558,90
559,70
560,50
561,90
562,50
563,60
564,50
565,40
566,110
567,50
568,40
569,60
570,50
571,90
572,50
573,50
574,50
575,50
576,50
577,60
578,140
579,90
580,50
581,50
582,60
583,70
584,60
585,50
586,50
587,50
588,100
589,50
590,100
591,50
592,50
593,50
594,50
595,60
596,50
597,90
598,60
599,50
600,50
601,50
602,50
603,90
604,60
605,40
606,70
607,50
608,60
609,50
610,50
611,40
612,70
613,50
614,50
615,90
616,50
617,50
618,50
619,50
620,110
621,50
622,90
623,60
624,60
625,100
626,90
627,50
628,60
629,50
630,50
631,50
632,100
633,60
634,50
635,90
636,50
637,50
638,50
639,50
640,50
641,40
642,50
643,60
644,60
645,50
646,70
647,50
648,60
649,110
650,50
651,50
652,60
653,50
654,60
655,60
656,310
657,80
658,90
659,90
660,40
661,40
662,40
663,60
664,70
665,50
666,40
667,50
668,60
669,80
670,50
671,60
672,60
673,50
674,60
675,50
676,50
677,90
678,50
679,60
680,160
681,40
682,60
683,60
684,80
685,40
686,60
687,50
688,50
689,50
690,50
691,50
692,90
693,50
694,280
695,50
696,100
697,70
698,70
699,50
700,50
701,50
702,60
703,40
704,50
705,60
706,50
707,100
708,40
709,50
710,90
711,50
712,40
713,50
714,70
715,50
716,50
717,50
718,60
719,70
720,70
721,50
722,60
723,40
724,100
725,50
726,40
727,50
728,40
729,300
730,100
731,50
732,50
733,50
734,70
735,50
736,70
737,90
738,50
739,50
740,50
741,110
742,90
743,50
744,50
745,90
746,60
747,50
748,50
749,60
750,50
751,50
752,50
753,50
754,50
755,60
756,40
757,40
758,80
759,50
760,90
761,50
762,50
763,50
764,60
765,50
766,50
767,50
768,40
769,50
770,40
771,100
772,50
773,50
774,50
775,50
776,60
777,50
778,100
779,90
780,40
781,50
782,50
783,60
784,50
785,60
786,50
787,70
788,60
789,50
790,50
791,50
792,50
793,40
794,50
795,100
796,50
797,80
798,90
799,70
800,270
801,70
802,70
803,60
804,90
805,70
806,80
807,100
808,50
809,70
810,50
811,70
812,110
813,50
814,50
815,50
816,130
817,50
818,70
819,100
820,50
821,100
822,50
823,60
824,40
825,50
826,80
827,50
828,50
829,50
830,60
831,70
832,50
833,70
834,50
835,60
836,80
837,50
838,60
839,50
840,50
841,50
842,100
843,60
844,50
845,50
846,50
847,50
848,50
849,50
850,40
851,70
852,50
853,40
854,50
855,50
856,50
857,50
858,50
859,50
860,100
861,50
862,100
863,50
864,50
865,70
866,60
867,50
868,60
869,40
870,70
871,50
872,60
873,50
874,50
875,200
876,100
877,50
878,90
879,50
880,50
881,60
882,60
883,50
884,120
885,70
886,90
887,40
888,80
889,50
890,50
891,40
892,50
893,50
894,50
895,50
896,50
897,70
898,60
899,50
900,50
901,100
902,50
903,60
904,60
905,40
906,50
907,50
908,50
909,50
910,40
911,40
912,60
913,300
914,60
915,50
916,100
917,80
918,90
919,60
920,60
921,60
922,50
923,710
924,50
925,60
926,60
927,90
928,50
929,50
930,50
931,60
932,50
933,70
934,50
935,40
936,50
937,60
938,40
939,60
940,40
941,80
942,50
943,100
944,50
945,50
946,60
947,40
948,50
949,90
950,50
951,50
952,60
953,50
954,60
955,40
956,50
957,140
958,50
959,110
960,40
961,50
962,50
963,80
964,50
965,50
966,160
967,50
968,60
969,50
970,50
971,60
972,50
973,120
974,60
975,50
976,40
977,60
978,50
979,40
980,50
981,90
982,60
983,60
984,50
985,50
986,50
987,50
988,90
989,40
990,50
991,80
992,50
993,40
994,50
995,60
996,100
997,50
998,110
999,40
1000,50
1001,60
1002,50
1003,50
1004,60
1005,60
1006,60
1007,100
1008,50
1009,50
1010,40
1011,60
1012,40
1013,110
1014,50
1015,50
1016,50
1017,50
1018,50
1019,50
1020,50
1021,50
1022,40
1023,120
1024,40
1025,100
1026,70
1027,50
1028,50
1029,50
1030,50
1031,100
1032,50
1033,60
1034,50
1035,50
1036,240
1037,50
1038,60
1039,150
1040,40
1041,130
1042,50
1043,50
1044,50
1045,50
1046,90
1047,60
1048,100
1049,50
1050,50
1051,70
1052,40
1053,70
1054,40
1055,50
1056,60
1057,80
1058,50
1059,50
1060,50
1061,90
1062,70
1063,70
1064,50
1065,70
1066,90
1067,50
1068,90
1069,50
1070,120
1071,140
1072,100
1073,50
1074,40
1075,50
1076,270
1077,70
1078,50
1079,50
1080,70
1081,90
1082,50
1083,50
1084,60
1085,40
1086,50
1087,90
1088,60
1089,60
1090,110
1091,90
1092,60
1093,50
1094,60
1095,70
1096,90
1097,50
1098,50
1099,50
1100,50
1101,50
1102,50
1103,70
1104,50
1105,50
1106,50
1107,50
1108,50
1109,50
1110,100
1111,50
1112,50
1113,60
1114,60
1115,70
1116,50
1117,40
1118,50
1119,70
1120,50
1121,50
1122,70
1123,40
1124,50
1125,70
1126,70
1127,70
1128,90
1129,50
1130,50
1131,60
1132,50
1133,90
1134,70
1135,60
1136,80
1137,110
1138,50
1139,60
1140,70
1141,50
1142,80
1143,70
1144,60
1145,50
1146,80
1147,40
1148,50
1149,50
1150,70
1151,50
1152,50
1153,50
1154,50
1155,50
1156,60
1157,60
1158,50
1159,90
1160,60
1161,60
1162,50
1163,50
1164,70
1165,50
1166,50
1167,60
1168,40
1169,130
1170,40
1171,70
1172,50
1173,100
1174,70
1175,50
1176,60
1177,90
1178,50
1179,70
1180,120
1181,40
1182,50
1183,40
1184,90
1185,40
1186,40
1187,70
1188,50
1189,50
1190,130
1191,90
1192,70
1193,40
1194,50
1195,60
1196,60
1197,60
1198,60
1199,100
1200,60
1201,90
1202,50
1203,50
1204,50
1205,90
1206,60
1207,50
1208,280
1209,100
1210,50
1211,50
1212,60
1213,60
1214,50
1215,50
1216,140
1217,110
1218,50
1219,70
1220,120
1221,50
1222,50
1223,70
1224,60
1225,50
1226,40
1227,50
1228,70
1229,60
1230,60
1231,100
1232,100
1233,120
1234,50
1235,60
1236,50
1237,120
1238,50
1239,50
1240,50
1241,40
1242,50
1243,50
1244,70
1245,40
1246,50
1247,60
1248,60
1249,50
1250,50
1251,40
1252,60
1253,80
1254,90
1255,50
1256,70
1257,50
1258,50
1259,50
1260,50
1261,60
1262,50
1263,50
1264,50
1265,50
1266,70
1267,50
1268,140
1269,50
1270,50
1271,50
1272,50
1273,60
1274,50
1275,90
1276,90
1277,50
1278,40
1279,40
1280,50
1281,70
1282,60
1283,100
1284,100
1285,40
1286,50
1287,50
1288,70
1289,70
1290,50
1291,50
1292,60
1293,50
1294,50
1295,60
1296,60
1297,80
1298,50
1299,60
1300,50
1301,70
1302,160
1303,60
1304,50
1305,50
1306,60
1307,90
1308,80
1309,60
1310,60
1311,40
1312,40
1313,60
1314,50
1315,50
1316,70
1317,70
1318,50
1319,60
1320,50
1321,50
1322,60
1323,100
1324,50
1325,50
1326,50
1327,60
1328,50
1329,50
1330,50
1331,50
1332,50
1333,740
1334,50
1335,50
1336,50
1337,40
1338,50
1339,50
1340,50
1341,120
1342,60
1343,50
1344,100
1345,50
1346,90
1347,60
1348,70
1349,100
1350,50
1351,50
1352,50
1353,40
1354,60
1355,50
1356,60
1357,80
1358,50
1359,50
1360,50
1361,60
1362,50
1363,50
1364,50
1365,110
1366,80
1367,100
1368,80
1369,50
1370,50
1371,40
1372,40
1373,50
1374,40
1375,50
1376,40
1377,60
1378,70
1379,50
1380,70
1381,40
1382,50
1383,50
1384,60
1385,50
1386,50
1387,90
1388,50
1389,710
1390,50
1391,50
1392,50
1393,50
1394,50
1395,40
1396,50
1397,90
1398,50
1399,120
1400,90
1401,50
1402,60
1403,50
1404,40
1405,80
1406,50
1407,50
1408,100
1409,100
1410,70
1411,40
1412,50
1413,100
1414,100
1415,50
1416,70
1417,50
1418,60
1419,40
1420,90
1421,70
1422,50
1423,50
1424,50
1425,50
1426,70
1427,50
1428,50
1429,50
1430,50
1431,50
1432,60
1433,50
1434,260
1435,50
1436,70
1437,50
1438,60
1439,50
1440,60
1441,70
1442,50
1443,50
1444,130
1445,60
1446,70
1447,50
1448,60
1449,120
1450,40
1451,100
1452,40
1453,50
1454,50
1455,50
1456,110
1457,50
1458,50
1459,60
1460,60
1461,50
1462,50
1463,50
1464,130
1465,60
1466,60
1467,50
1468,50
1469,120
1470,60
1471,40
1472,40
1473,60
1474,50
1475,100
1476,90
1477,40
1478,50
1479,60
1480,50
1481,50
1482,60
1483,50
1484,60
1485,40
1486,40
1487,60
1488,60
1489,50
1490,40
1491,60
1492,60
1493,70
1494,40
1495,60
1496,60
1497,110
1498,50
1499,60
1500,50
1501,50
1502,100
1503,40
1504,70
1505,50
1506,100
1507,50
1508,70
1509,50
1510,50
1511,50
1512,50
1513,50
1514,50
1515,70
1516,50
1517,50
1518,60
1519,60
1520,50
1521,60
1522,50
1523,50
1524,50
1525,50
1526,110
1527,60
1528,70
1529,70
1530,50
1531,70
1532,320
1533,60
1534,60
1535,50
1536,50
1537,50
1538,50
1539,70
1540,60
1541,60
1542,60
1543,90
1544,50
1545,60
1546,100
1547,60
1548,50
1549,50
1550,90
1551,60
1552,60
1553,320
1554,50
1555,90
1556,100
1557,50
1558,50
1559,60
1560,40
1561,70
1562,70
1563,50
1564,110
1565,70
1566,50
1567,50
1568,40
1569,70
1570,50
1571,40
1572,50
1573,60
1574,70
1575,50
1576,50
1577,710
1578,50
1579,50
1580,40
1581,40
1582,70
1583,70
1584,60
1585,40
1586,60
1587,50
1588,50
1589,50
1590,70
1591,50
1592,50
1593,50
1594,40
1595,50
1596,50
1597,50
1598,50
1599,40
1600,50
1601,50
1602,60
1603,50
1604,110
1605,60
1606,60
1607,40
1608,40
1609,50
1610,50
1611,60
1612,90
1613,90
1614,50
1615,60
1616,100
1617,60
1618,50
1619,100
1620,40
1621,60
1622,50
1623,60
1624,70
1625,50
1626,80
1627,60
1628,70
1629,50
1630,50
1631,90
1632,40
1633,270
1634,50
1635,70
1636,50
1637,60
1638,50
1639,50
1640,50
1641,50
1642,90
1643,50
1644,50
1645,60
1646,50
1647,60
1648,60
1649,50
1650,40
1651,40
1652,50
1653,70
1654,80
1655,110
1656,50
1657,60
1658,60
1659,90
1660,50
1661,50
1662,50
1663,50
1664,70
1665,50
1666,50
1667,80
1668,60
1669,40
1670,50
1671,50
1672,120
1673,50
1674,60
1675,50
1676,90
1677,60
1678,50
1679,50
1680,40
1681,50
1682,120
1683,50
1684,50
1685,50
1686,50
1687,50
1688,50
1689,70
1690,110
1691,50
1692,50
1693,60
1694,120
1695,40
1696,50
1697,50
1698,70
1699,70
1700,80
1701,50
1702,50
1703,50
1704,70
1705,80
1706,50
1707,50
1708,50
1709,50
1710,70
1711,50
1712,70
1713,40
1714,280
1715,50
1716,70
1717,40
1718,50
1719,60
1720,60
1721,70
1722,70
1723,50
1724,50
1725,100
1726,50
1727,50
1728,40
1729,70
1730,60
1731,300
1732,40
1733,70
1734,50
1735,50
1736,60
1737,120
1738,80
1739,50
1740,40
1741,100
1742,70
1743,50
1744,50
1745,50
1746,50
1747,50
1748,80
1749,50
1750,80
1751,50
1752,70
1753,50
1754,100
1755,50
1756,90
1757,50
1758,90
1759,50
1760,100
1761,100
1762,80
1763,100
1764,50
1765,50
1766,50
1767,40
1768,60
1769,50
1770,70
1771,70
1772,50
1773,60
1774,50
1775,60
1776,50
1777,50
1778,90
1779,60
1780,50
1781,60
1782,50
1783,60
1784,90
1785,90
1786,40
1787,50
1788,50
1789,40
1790,40
1791,50
1792,90
1793,50
1794,90
1795,60
1796,50
1797,40
1798,70
1799,60
1800,60
1801,70
1802,50
1803,60
1804,70
1805,50
1806,60
1807,70
1808,50
1809,70
1810,100
1811,50
1812,100
1813,90
1814,60
1815,50
1816,70
1817,50
1818,100
1819,50
1820,50
1821,50
1822,50
1823,40
1824,70
1825,60
1826,50
1827,50
1828,50
1829,60
1830,50
1831,60
1832,50
1833,50
1834,50
1835,50
1836,50
1837,80
1838,50
1839,60
1840,50
1841,140
1842,60
1843,60
1844,60
1845,50
1846,80
1847,50
1848,50
1849,50
1850,60
1851,90
1852,70
1853,60
1854,50
1855,80
1856,100
1857,90
1858,70
1859,40
1860,80
1861,140
1862,60
1863,50
1864,60
1865,50
1866,50
1867,50
1868,60
1869,50
1870,50
1871,50
1872,50
1873,60
1874,50
1875,60
1876,50
1877,50
1878,60
1879,120
1880,50
1881,80
1882,50
1883,90
1884,70
1885,50
1886,70
1887,60
1888,50
1889,50
1890,50
1891,50
1892,40
1893,60
1894,50
1895,70
1896,70
1897,50
1898,50
1899,50
1900,80
1901,50
1902,50
1903,50
1904,50
1905,50
1906,90
1907,50
1908,60
1909,50
1910,100
1911,50
1912,90
1913,610
1914,40
1915,60
1916,50
1917,50
1918,50
1919,40
1920,50
1921,60
1922,120
1923,50
1924,130
1925,140
1926,80
1927,50
1928,100
1929,70
1930,110
1931,90
1932,50
1933,60
1934,40
1935,50
1936,60
1937,100
1938,50
1939,70
1940,90
1941,60
1942,50
1943,60
1944,310
1945,100
1946,70
1947,60
1948,40
1949,120
1950,50
1951,50
1952,50
1953,50
1954,50
1955,50
1956,50
1957,50
1958,50
1959,50
1960,50
1961,60
1962,50
1963,50
1964,50
1965,130
1966,50
1967,50
1968,50
1969,50
1970,40
1971,50
1972,50
1973,50
1974,50
1975,90
1976,60
1977,60
1978,50
1979,70
1980,40
1981,60
1982,70
1983,320
1984,50
1985,140
1986,60
1987,90
1988,100
1989,60
1990,50
1991,50
1992,50
1993,60
1994,40
1995,50
1996,50
1997,60
1998,50
1999,60
2000,40
2001,50
2002,50
2003,50
2004,90
2005,60
2006,50
2007,50
2008,60
2009,60
2010,50
2011,50
2012,50
2013,50
2014,40
2015,60
2016,120
2017,50
2018,60
2019,100
2020,50
2021,70
2022,60
2023,90
2024,90
2025,50
2026,60
2027,70
2028,100
2029,50
2030,60
2031,50
2032,60
2033,40
2034,50
2035,50
2036,40
2037,70
2038,50
2039,110
2040,50
2041,50
2042,100
2043,50
2044,70
2045,50
2046,110
2047,140
2048,40
2049,60
2050,80
2051,60
2052,50
2053,50
2054,60
2055,50
2056,60
2057,90
2058,80
2059,60
2060,50
2061,40
2062,50
2063,120
2064,50
2065,90
2066,60
2067,40
2068,50
2069,50
2070,50
2071,140
2072,40
2073,50
2074,90
2075,60
2076,40
2077,50
2078,50
2079,90
2080,50
2081,50
2082,60
2083,50
2084,50
2085,70
2086,80
2087,90
2088,50
2089,50
2090,60
2091,90
2092,50
2093,60
2094,50
2095,50
2096,50
2097,60
2098,50
2099,50
2100,60
2101,50
2102,50
2103,60
2104,50
2105,70
2106,70
2107,60
2108,70
2109,50
2110,60
2111,50
2112,50
2113,110
2114,60
2115,60
2116,50
2117,50
2118,50
2119,110
2120,50
2121,90
2122,50
2123,50
2124,260
2125,50
2126,70
2127,50
2128,90
2129,70
2130,110
2131,240
2132,60
2133,90
2134,50
2135,50
2136,70
2137,80
2138,70
2139,60
2140,110
2141,50
2142,70
2143,70
2144,90
2145,40
2146,260
2147,70
2148,70
2149,140
2150,50
2151,50
2152,50
2153,70
2154,60
2155,40
2156,90
2157,70
2158,50
2159,50
2160,60
2161,50
2162,60
2163,40
2164,50
2165,60
2166,50
2167,50
2168,50
2169,40
2170,70
2171,50
2172,140
2173,50
2174,50
2175,50
2176,50
2177,50
2178,100
2179,60
2180,60
2181,60
2182,50
2183,60
2184,40
2185,50
2186,50
2187,50
2188,50
2189,70
2190,50
2191,70
2192,40
2193,40
2194,50
2195,60
2196,60
2197,100
2198,50
2199,50
2200,40
2201,100
2202,50
2203,50
2204,50
2205,60
2206,70
2207,50
2208,50
2209,50
2210,50
2211,50
2212,80
2213,50
2214,40
2215,50
2216,60
2217,50
2218,70
2219,50
2220,50
2221,50
2222,100
2223,130
2224,50
2225,60
2226,50
2227,50
2228,40
2229,40
2230,50
2231,50
2232,50
2233,50
2234,70
2235,90
2236,50
2237,60
2238,60
2239,50
2240,50
2241,50
2242,50
2243,50
2244,60
2245,60
2246,80
2247,50
2248,40
2249,50
2250,50
2251,50
2252,110
2253,50
2254,50
2255,50
2256,50
2257,60
2258,50
2259,70
2260,50
2261,40
2262,50
2263,90
2264,60
2265,50
2266,50
2267,60
2268,60
2269,50
2270,50
2271,80
2272,100
2273,40
2274,80
2275,70
2276,60
2277,50
2278,50
2279,50
2280,40
2281,60
2282,50
2283,50
2284,140
2285,50
2286,50
2287,90
2288,50
2289,40
2290,40
2291,70
2292,120
2293,60
2294,40
2295,60
2296,50
2297,90
2298,50
2299,130
2300,90
2301,60
2302,50
2303,90
2304,120
2305,50
2306,140
2307,40
2308,50
2309,50
2310,100
2311,50
2312,80
2313,50
2314,50
2315,50
2316,90
2317,50
2318,50
2319,60
2320,60
2321,90
2322,60
2323,60
2324,50
2325,40
2326,50
2327,60
2328,40
2329,60
2330,70
2331,60
2332,50
2333,90
2334,100
2335,50
2336,40
2337,60
2338,50
2339,60
2340,90
2341,130
2342,50
2343,70
2344,60
2345,100
2346,50
2347,150
2348,50
2349,60
2350,40
2351,50
2352,50
2353,50
2354,50
2355,50
2356,90
2357,100
2358,50
2359,70
2360,50
2361,60
2362,40
2363,60
2364,50
2365,50
2366,50
2367,70
2368,50
2369,130
2370,60
2371,60
2372,40
2373,90
2374,60
2375,40
2376,70
2377,50
2378,370
2379,40
2380,50
2381,60
2382,60
2383,40
2384,120
2385,60
2386,50
2387,90
2388,50
2389,90
2390,70
2391,100
2392,120
2393,50
2394,60
2395,60
2396,50
2397,50
2398,50
2399,40
2400,80
2401,50
2402,50
2403,50
2404,70
2405,100
2406,60
2407,50
2408,50
2409,50
2410,50
2411,70
2412,70
2413,50
2414,70
2415,130
2416,60
2417,80
2418,50
2419,60
2420,60
2421,50
2422,50
2423,50
2424,50
2425,90
2426,100
2427,50
2428,50
2429,50
2430,60
2431,40
2432,50
2433,50
2434,140
2435,140
2436,50
2437,50
2438,60
2439,60
2440,50
2441,70
2442,70
2443,60
2444,70
2445,60
2446,50
2447,50
2448,50
2449,40
2450,50
2451,70
2452,50
2453,260
2454,70
2455,50
2456,50
2457,50
2458,50
2459,50
2460,70
2461,50
2462,50
2463,50
2464,50
2465,90
2466,60
2467,50
2468,70
2469,60
2470,40
2471,50
2472,140
2473,50
2474,50
2475,50
2476,50
2477,40
2478,50
2479,100
2480,50
2481,50
2482,60
2483,50
2484,50
2485,50
2486,60
2487,50
2488,50
2489,50
2490,50
2491,120
2492,50
2493,50
2494,50
2495,50
2496,60
2497,50
2498,50
2499,90
2500,50
2501,50
2502,40
2503,120
2504,100
2505,50
2506,50
2507,420
2508,40
2509,50
2510,50
2511,60
2512,50
2513,50
2514,100
2515,70
2516,90
2517,40
2518,40
2519,50
2520,90
2521,40
2522,50
2523,50
2524,80
2525,60
2526,60
2527,150
2528,100
2529,100
2530,40
2531,50
2532,70
2533,50
2534,60
2535,50
2536,60
2537,140
2538,50
2539,70
2540,50
2541,50
2542,50
2543,60
2544,70
2545,50
2546,50
2547,40
2548,50
2549,60
2550,70
2551,50
2552,90
2553,50
2554,60
2555,50
2556,100
2557,90
2558,50
2559,50
2560,50
2561,50
2562,60
2563,50
2564,60
2565,90
2566,50
2567,220
2568,50
2569,50
2570,40
2571,50
2572,80
2573,50
2574,50
2575,50
2576,50
2577,40
2578,60
2579,70
2580,60
2581,40
2582,50
2583,50
2584,50
2585,50
2586,50
2587,50
2588,60
2589,60
2590,70
2591,50
2592,70
2593,60
2594,60
2595,50
2596,50
2597,60
2598,50
2599,80
2600,50
2601,100
2602,50
2603,60
2604,50
2605,80
2606,50
2607,60
2608,50
2609,50
2610,70
2611,70
2612,50
2613,60
2614,70
2615,50
2616,600
2617,70
2618,50
2619,60
2620,280
2621,40
2622,50
2623,50
2624,40
2625,60
2626,50
2627,60
2628,40
2629,130
2630,50
2631,40
2632,50
2633,50
2634,80
2635,50
2636,140
2637,50
2638,50
2639,50
2640,50
2641,50
2642,710
2643,90
2644,60
2645,50
2646,90
2647,70
2648,50
2649,60
2650,70
2651,50
2652,40
2653,90
2654,70
2655,50
2656,70
2657,50
2658,50
2659,50
2660,70
2661,60
2662,90
2663,50
2664,50
2665,50
2666,70
2667,140
2668,100
2669,40
2670,70
2671,60
2672,50
2673,50
2674,50
2675,50
2676,90
2677,60
2678,120
2679,50
2680,60
2681,50
2682,60
2683,70
2684,50
2685,40
2686,60
2687,50
2688,50
2689,90
2690,60
2691,60
2692,50
2693,60
2694,50
2695,50
2696,50
2697,50
2698,50
2699,70
2700,70
2701,50
2702,50
2703,80
2704,50
2705,60
2706,50
2707,50
2708,40
2709,50
2710,50
2711,60
2712,50
2713,50
2714,70
2715,100
2716,50
2717,70
2718,80
2719,50
2720,50
2721,90
2722,50
2723,120
2724,50
2725,50
2726,90
2727,50
2728,50
2729,50
2730,80
2731,50
2732,70
2733,50
2734,60
2735,70
2736,50
2737,60
2738,60
2739,50
2740,40
2741,50
2742,70
2743,50
2744,50
2745,70
2746,50
2747,40
2748,70
2749,50
2750,100
2751,80
2752,40
2753,50
2754,50
2755,60
2756,50
2757,120
2758,60
2759,50
2760,50
2761,50
2762,60
2763,50
2764,60
2765,90
2766,40
2767,50
2768,180
2769,90
2770,50
2771,70
2772,60
2773,50
2774,50
2775,80
2776,50
2777,60
2778,60
2779,60
2780,60
2781,100
2782,80
2783,50
2784,50
2785,50
2786,50
2787,60
2788,50
2789,60
2790,50
2791,40
2792,90
2793,140
2794,50
2795,80
2796,50
2797,40
2798,60
2799,50
2800,90
2801,120
2802,40
2803,90
2804,90
2805,110
2806,50
2807,60
2808,90
2809,60
2810,50
2811,70
2812,50
2813,150
2814,50
2815,280
2816,70
2817,50
2818,590
2819,50
2820,90
2821,50
2822,40
2823,60
2824,50
2825,60
2826,50
2827,50
2828,60
2829,50
2830,60
2831,110
2832,280
2833,100
2834,50
2835,50
2836,50
2837,50
2838,90
2839,50
2840,130
2841,60
2842,50
2843,80
2844,90
2845,50
2846,50
2847,40
2848,50
2849,90
2850,50
2851,60
2852,60
2853,50
2854,50
2855,100
2856,40
2857,90
2858,40
2859,70
2860,50
2861,50
2862,50
2863,40
2864,100
2865,60
2866,60
2867,50
2868,50
2869,90
2870,120
2871,50
2872,100
2873,60
2874,40
2875,280
2876,50
2877,50
2878,60
2879,50
2880,50
2881,90
2882,60
2883,50
2884,60
2885,80
2886,50
2887,60
2888,50
2889,100
2890,50
2891,60
2892,90
2893,50
2894,40
2895,50
2896,40
2897,60
2898,50
2899,50
2900,60
2901,70
2902,50
2903,40
2904,50
2905,50
2906,60
2907,50
2908,70
2909,40
2910,70
2911,90
2912,50
2913,50
2914,40
2915,50
2916,120
2917,50
2918,50
2919,90
2920,40
2921,100
2922,60
2923,50
2924,70
2925,50
2926,60
2927,70
2928,50
2929,50
2930,50
2931,50
2932,50
2933,50
2934,60
2935,60
2936,70
2937,60
2938,60
2939,50
2940,140
2941,60
2942,60
2943,50
2944,50
2945,60
2946,50
2947,50
2948,50
2949,50
2950,50
2951,40
2952,50
2953,110
2954,40
2955,40
2956,70
2957,60
2958,70
2959,40
2960,130
2961,50
2962,40
2963,50
2964,60
2965,40
2966,60
2967,70
2968,50
2969,60
2970,50
2971,60
2972,60
2973,50
2974,50
2975,60
2976,50
2977,50
2978,50
2979,50
2980,50
2981,50
2982,50
2983,60
2984,60
2985,60
2986,110
2987,60
2988,50
2989,50
2990,60
2991,60
2992,90
2993,50
2994,50
2995,50
2996,90
2997,60
